bas1,h,m,s,star,az,el,delay1,delay2
D/S1E1P33B12,1,57,25.0,#319869,50.336439224,73.957914954,5.630086604,65.274836867
D/S1W1P34B13,1,57,25.0,#319869,50.336439224,73.957914954,5.630086604,3.999997819
D/E1W1P34B23,1,57,25.0,#319869,50.336439224,73.957914954,65.274836867,3.999997819
D/S1E1P33B12,1,57,26.0,#319869,50.331119801,73.960574166,5.623223135,65.258878332
D/S1W1P34B13,1,57,26.0,#319869,50.331119801,73.960574166,5.623223135,3.999997819
D/E1W1P34B23,1,57,26.0,#319869,50.331119801,73.960574166,65.258878332,3.999997819
D/S1E1P33B12,1,57,27.0,#319869,50.325798179,73.963233174,5.616369861,65.242925005
D/S1W1P34B13,1,57,27.0,#319869,50.325798179,73.963233174,5.616369861,3.999997819
D/E1W1P34B23,1,57,27.0,#319869,50.325798179,73.963233174,65.242925005,3.999997819
D/S1E1P33B12,1,57,28.0,#319869,50.320474359,73.965891975,5.60951591,65.22697152
D/S1W1P34B13,1,57,28.0,#319869,50.320474359,73.965891975,5.60951591,3.999997819
D/E1W1P34B23,1,57,28.0,#319869,50.320474359,73.965891975,65.22697152,3.999997819
D/S1E1P33B12,2,8,38.0,#319869,46.209349151,75.695245058,24.86640642,78.504935048
D/S1W1P34B13,2,8,38.0,#319869,46.209349151,75.695245058,24.86640642,27.99998473
D/E1W1P34B23,2,8,38.0,#319869,46.209349151,75.695245058,78.504935048,27.99998473
D/S1E1P33B12,2,8,50.0,#319869,46.124833275,75.725148665,24.778740268,78.31236297
D/S1W1P34B13,2,8,50.0,#319869,46.124833275,75.725148665,24.778740268,27.99998473
D/E1W1P34B23,2,8,50.0,#319869,46.124833275,75.725148665,78.31236297,27.99998473
D/S1E1P33B12,2,8,50.0,#319869,46.124833275,75.725148665,24.778740268,78.31236297
D/S1W1P34B13,2,8,50.0,#319869,46.124833275,75.725148665,24.778740268,27.99998473
D/E1W1P34B23,2,8,50.0,#319869,46.124833275,75.725148665,78.31236297,27.99998473
D/S1E1P33B12,2,8,51.0,#319869,46.117771352,75.727638717,24.771429984,78.296314476
D/S1W1P34B13,2,8,51.0,#319869,46.117771352,75.727638717,24.771429984,27.99998473
D/E1W1P34B23,2,8,51.0,#319869,46.117771352,75.727638717,78.296314476,27.99998473
D/S1E1P33B12,2,17,5.0,#319884,39.972580857,75.908747162,17.659377622,73.312548916
D/S1W1P34B13,2,17,5.0,#319884,39.972580857,75.908747162,17.659377622,27.99998473
D/E1W1P34B23,2,17,5.0,#319884,39.972580857,75.908747162,73.312548916,27.99998473
D/S1E1P33B12,2,17,6.0,#319884,39.964382859,75.910966231,17.651968517,73.2967516
D/S1W1P34B13,2,17,6.0,#319884,39.964382859,75.910966231,17.651968517,27.99998473
D/E1W1P34B23,2,17,6.0,#319884,39.964382859,75.910966231,73.2967516,27.99998473
D/S1E1P33B12,2,17,6.0,#319884,39.964382859,75.910966231,17.65197329,73.296756314
D/S1W1P34B13,2,17,6.0,#319884,39.964382859,75.910966231,17.65197329,27.99998473
D/E1W1P34B23,2,17,6.0,#319884,39.964382859,75.910966231,73.296756314,27.99998473
D/S1E1P33B12,2,17,7.0,#319884,39.956181861,75.913184923,17.644568927,73.280967875
D/S1W1P34B13,2,17,7.0,#319884,39.956181861,75.913184923,17.644568927,27.99998473
D/E1W1P34B23,2,17,7.0,#319884,39.956181861,75.913184923,73.280967875,27.99998473
D/S1E1P33B12,2,25,8.0,#319869,37.631388979,77.990726659,17.322586993,62.577869394
D/S1W1P34B13,2,25,8.0,#319869,37.631388979,77.990726659,17.322586993,27.99998473
D/E1W1P34B23,2,25,8.0,#319869,37.631388979,77.990726659,62.577869394,27.99998473
D/S1E1P33B12,2,25,9.0,#319869,37.620876051,77.992835669,17.314667005,62.561760016
D/S1W1P34B13,2,25,9.0,#319869,37.620876051,77.992835669,17.314667005,27.99998473
D/E1W1P34B23,2,25,9.0,#319869,37.620876051,77.992835669,62.561760016,27.99998473
D/S1E1P33B12,2,25,10.0,#319869,37.610358982,77.994944176,17.306734514,62.545644789
D/S1W1P34B13,2,25,10.0,#319869,37.610358982,77.994944176,17.306734514,27.99998473
D/E1W1P34B23,2,25,10.0,#319869,37.610358982,77.994944176,62.545644789,27.99998473
D/S1E1P33B12,2,25,11.0,#319869,37.599837758,77.997052182,17.298801404,62.529536111
D/S1W1P34B13,2,25,11.0,#319869,37.599837758,77.997052182,17.298801404,27.99998473
D/E1W1P34B23,2,25,11.0,#319869,37.599837758,77.997052182,62.529536111,27.99998473
D/S1E1P33B12,2,33,32.0,#319884,30.289560153,77.88187243,10.046816814,57.696421866
D/S1W1P34B13,2,33,32.0,#319884,30.289560153,77.88187243,10.046816814,27.99998473
D/E1W1P34B23,2,33,32.0,#319884,30.289560153,77.88187243,57.696421866,27.99998473
D/S1E1P33B12,2,33,33.0,#319884,30.278015566,77.883614488,10.03881361,57.680599232
D/S1W1P34B13,2,33,33.0,#319884,30.278015566,77.883614488,10.03881361,27.99998473
D/E1W1P34B23,2,33,33.0,#319884,30.278015566,77.883614488,57.680599232,27.99998473
D/S1E1P33B12,2,33,33.0,#319884,30.278015566,77.883614488,10.03881361,57.680599232
D/S1W1P34B13,2,33,33.0,#319884,30.278015566,77.883614488,10.03881361,27.99998473
D/E1W1P34B23,2,33,33.0,#319884,30.278015566,77.883614488,57.680599232,27.99998473
D/S1E1P33B12,2,33,35.0,#319884,30.254915303,77.887096801,10.022795496,57.648946615
D/S1W1P34B13,2,33,35.0,#319884,30.254915303,77.887096801,10.022795496,27.99998473
D/E1W1P34B23,2,33,35.0,#319884,30.254915303,77.887096801,57.648946615,27.99998473
D/S1E1P33B12,2,52,37.0,#319869,14.189110053,80.553543725,3.439416172,36.032706117
D/S1W1P34B13,2,52,37.0,#319869,14.189110053,80.553543725,3.439416172,27.999984731
D/E1W1P34B23,2,52,37.0,#319869,14.189110053,80.553543725,36.032706117,27.999984731
D/S1E1P33B12,2,52,40.0,#319869,14.135757064,80.556079392,3.412722759,35.984632497
D/S1W1P34B13,2,52,40.0,#319869,14.135757064,80.556079392,3.412722759,27.999984731
D/E1W1P34B23,2,52,40.0,#319869,14.135757064,80.556079392,35.984632497,27.999984731
D/S1E1P33B12,2,52,40.0,#319869,14.135757064,80.556079392,3.412722759,35.984651501
D/S1W1P34B13,2,52,40.0,#319869,14.135757064,80.556079392,3.412722759,27.999984731
D/E1W1P34B23,2,52,40.0,#319869,14.135757064,80.556079392,35.984651501,27.999984731
D/S1E1P33B12,2,52,52.0,#319869,13.922039388,80.566128375,3.306056935,35.792003903
D/S1W1P34B13,2,52,52.0,#319869,13.922039388,80.566128375,3.306056935,27.999984731
D/E1W1P34B23,2,52,52.0,#319869,13.922039388,80.566128375,35.792003903,27.999984731
D/S1E1P33B12,3,38,26.0,#319869,327.138722546,78.825225298,37.132950449,52.659413061
D/S1W1P34B13,3,38,26.0,#319869,327.138722546,78.825225298,37.132950449,87.999952012
D/E1W1P34B23,3,38,26.0,#319869,327.138722546,78.825225298,52.659413061,87.999952012
D/S1E1P33B12,3,38,27.0,#319869,327.126385954,78.823350531,37.122762281,52.643968457
D/S1W1P34B13,3,38,27.0,#319869,327.126385954,78.823350531,37.122762281,87.999952012
D/E1W1P34B23,3,38,27.0,#319869,327.126385954,78.823350531,52.643968457,87.999952012
D/S1E1P33B12,3,38,27.0,#319869,327.126385954,78.823350531,37.122752559,52.6439327
D/S1W1P34B13,3,38,27.0,#319869,327.126385954,78.823350531,37.122752559,87.999952012
D/E1W1P34B23,3,38,27.0,#319869,327.126385954,78.823350531,52.6439327,87.999952012
D/S1E1P33B12,3,38,28.0,#319869,327.114053924,78.821475138,37.112567957,52.628546519
D/S1W1P34B13,3,38,28.0,#319869,327.114053924,78.821475138,37.112567957,87.999952012
D/E1W1P34B23,3,38,28.0,#319869,327.114053924,78.821475138,52.628546519,87.999952012
D/S1E1P33B12,4,14,39.0,#319869,309.183867771,73.712550654,14.14011461,20.132364339
D/S1W1P34B13,4,14,39.0,#319869,309.183867771,73.712550654,14.14011461,87.999952013
D/E1W1P34B23,4,14,39.0,#319869,309.183867771,73.712550654,20.132364339,87.999952013
D/S1E1P33B12,4,14,40.0,#319869,309.178748822,73.709872869,14.129169176,20.117874814
D/S1W1P34B13,4,14,40.0,#319869,309.178748822,73.709872869,14.129169176,87.999952013
D/E1W1P34B23,4,14,40.0,#319869,309.178748822,73.709872869,20.117874814,87.999952013
D/S1E1P33B12,4,14,41.0,#319869,309.173631989,73.707194888,14.118232941,20.103408454
D/S1W1P34B13,4,14,41.0,#319869,309.173631989,73.707194888,14.118232941,87.999952013
D/E1W1P34B23,4,14,41.0,#319869,309.173631989,73.707194888,20.103408454,87.999952013
D/S1E1P33B12,4,14,41.0,#319869,309.173631989,73.707194888,14.118232941,20.103408454
D/S1W1P34B13,4,14,41.0,#319869,309.173631989,73.707194888,14.118232941,87.999952013
D/E1W1P34B23,4,14,41.0,#319869,309.173631989,73.707194888,20.103408454,87.999952013
D/S1E1P33B12,4,26,19.0,#319884,309.71022046,71.713864628,4.795534911,14.96167939
D/S1W1P34B13,4,26,19.0,#319884,309.71022046,71.713864628,4.795534911,87.999952013
D/E1W1P34B23,4,26,19.0,#319884,309.71022046,71.713864628,14.96167939,87.999952013
D/S1E1P33B12,4,26,19.0,#319884,309.71022046,71.713864628,4.795542284,14.96167939
D/S1W1P34B13,4,26,19.0,#319884,309.71022046,71.713864628,4.795542284,87.999952013
D/E1W1P34B23,4,26,19.0,#319884,309.71022046,71.713864628,14.96167939,87.999952013
D/S1E1P33B12,4,26,20.0,#319884,309.70589217,71.711207019,4.784660478,14.947768073
D/S1W1P34B13,4,26,20.0,#319884,309.70589217,71.711207019,4.784660478,87.999952013
D/E1W1P34B23,4,26,20.0,#319884,309.70589217,71.711207019,14.947768073,87.999952013
D/S1E1P33B12,4,26,20.0,#319884,309.70589217,71.711207019,4.784660478,14.947768073
D/S1W1P34B13,4,26,20.0,#319884,309.70589217,71.711207019,4.784660478,87.999952013
D/E1W1P34B23,4,26,20.0,#319884,309.70589217,71.711207019,14.947768073,87.999952013
D/S1E1P33B12,4,35,20.0,#319869,304.212483817,70.266835655,0.379585883,2.601989092
D/S1W1P34B13,4,35,20.0,#319869,304.212483817,70.266835655,0.379585883,87.999952013
D/E1W1P34B23,4,35,20.0,#319869,304.212483817,70.266835655,2.601989092,87.999952013
D/S1E1P33B12,4,35,21.0,#319869,304.209419554,70.263978847,0.368354303,2.588219058
D/S1W1P34B13,4,35,21.0,#319869,304.209419554,70.263978847,0.368354303,87.999952013
D/E1W1P34B23,4,35,21.0,#319869,304.209419554,70.263978847,2.588219058,87.999952013
D/S1E1P33B12,4,35,22.0,#319869,304.206356568,70.261121937,0.357127988,2.574454464
D/S1W1P34B13,4,35,22.0,#319869,304.206356568,70.261121937,0.357127988,87.999952013
D/E1W1P34B23,4,35,22.0,#319869,304.206356568,70.261121937,2.574454464,87.999952013
D/S1E1P33B12,4,35,23.0,#319869,304.203294855,70.258264922,0.345891282,2.560684533
D/S1W1P34B13,4,35,23.0,#319869,304.203294855,70.258264922,0.345891282,87.999952013
D/E1W1P34B23,4,35,23.0,#319869,304.203294855,70.258264922,2.560684533,87.999952013
D/S1E1P33B12,5,48,45.0,#34810,100.88307844,69.528040567,76.695241594,78.703582737
D/S1W1P34B13,5,48,45.0,#34810,100.88307844,69.528040567,76.695241594,0.0
D/E1W1P34B23,5,48,45.0,#34810,100.88307844,69.528040567,78.703582737,0.0
D/S1E1P33B12,5,48,47.0,#34810,100.891274535,69.534825268,76.681049308,78.665695258
D/S1W1P34B13,5,48,47.0,#34810,100.891274535,69.534825268,76.681049308,0.0
D/E1W1P34B23,5,48,47.0,#34810,100.891274535,69.534825268,78.665695258,0.0
D/S1E1P33B12,5,48,47.0,#34810,100.891274535,69.534825268,76.681049308,78.665695258
D/S1W1P34B13,5,48,47.0,#34810,100.891274535,69.534825268,76.681049308,0.0
D/E1W1P34B23,5,48,47.0,#34810,100.891274535,69.534825268,78.665695258,0.0
D/S1E1P33B12,5,48,48.0,#34810,100.895374033,69.538217549,76.673954633,78.64675099
D/S1W1P34B13,5,48,48.0,#34810,100.895374033,69.538217549,76.673954633,0.0
D/E1W1P34B23,5,48,48.0,#34810,100.895374033,69.538217549,78.64675099,0.0
D/S1E1P33B12,6,9,43.0,#41746,98.463373098,68.146122888,78.497221993,87.09765446
D/S1W1P34B13,6,9,43.0,#41746,98.463373098,68.146122888,78.497221993,0.0
D/E1W1P34B23,6,9,43.0,#41746,98.463373098,68.146122888,87.09765446,0.0
D/S1E1P33B12,6,9,59.0,#41746,98.521353396,68.200789311,78.390182462,86.797915218
D/S1W1P34B13,6,9,59.0,#41746,98.521353396,68.200789311,78.390182462,0.0
D/E1W1P34B23,6,9,59.0,#41746,98.521353396,68.200789311,86.797915218,0.0
D/S1E1P33B12,6,11,6.0,#41746,98.766283164,68.429613808,77.939351582,85.541700872
D/S1W1P34B13,6,11,6.0,#41746,98.766283164,68.429613808,77.939351582,0.0
D/E1W1P34B23,6,11,6.0,#41746,98.766283164,68.429613808,85.541700872,0.0
D/S1E1P33B12,6,11,15.0,#41746,98.799450905,68.460339997,77.878487735,85.372826245
D/S1W1P34B13,6,11,15.0,#41746,98.799450905,68.460339997,77.878487735,0.0
D/E1W1P34B23,6,11,15.0,#41746,98.799450905,68.460339997,85.372826245,0.0
D/S1E1P33B12,6,19,2.0,#34810,110.577769869,75.575633915,62.390173755,43.810216323
D/S1W1P34B13,6,19,2.0,#34810,110.577769869,75.575633915,62.390173755,0.0
D/E1W1P34B23,6,19,2.0,#34810,110.577769869,75.575633915,43.810216323,0.0
D/S1E1P33B12,6,19,3.0,#34810,110.584841827,75.578867957,62.381537487,43.790807521
D/S1W1P34B13,6,19,3.0,#34810,110.584841827,75.578867957,62.381537487,0.0
D/E1W1P34B23,6,19,3.0,#34810,110.584841827,75.578867957,43.790807521,0.0
D/S1E1P33B12,6,19,4.0,#34810,110.591916442,75.58210185,62.372909945,43.771407506
D/S1W1P34B13,6,19,4.0,#34810,110.591916442,75.58210185,62.372909945,0.0
D/E1W1P34B23,6,19,4.0,#34810,110.591916442,75.58210185,43.771407506,0.0
D/S1E1P33B12,6,19,6.0,#34810,110.606073649,75.588569183,62.355643518,43.732589101
D/S1W1P34B13,6,19,6.0,#34810,110.606073649,75.588569183,62.355643518,0.0
D/E1W1P34B23,6,19,6.0,#34810,110.606073649,75.588569183,43.732589101,0.0
D/S1E1P33B12,6,38,8.0,#34810,120.95538045,79.148866524,51.981181128,21.487183452
D/S1W1P34B13,6,38,8.0,#34810,120.95538045,79.148866524,51.981181128,0.0
D/E1W1P34B23,6,38,8.0,#34810,120.95538045,79.148866524,21.487183452,0.0
D/S1E1P33B12,6,38,9.0,#34810,120.967003231,79.15182884,51.971651275,21.467662236
D/S1W1P34B13,6,38,9.0,#34810,120.967003231,79.15182884,51.971651275,0.0
D/E1W1P34B23,6,38,9.0,#34810,120.967003231,79.15182884,21.467662236,0.0
D/S1E1P33B12,6,38,10.0,#34810,120.978631736,79.154790794,51.96212532,21.44814346
D/S1W1P34B13,6,38,10.0,#34810,120.978631736,79.154790794,51.96212532,0.0
D/E1W1P34B23,6,38,10.0,#34810,120.978631736,79.154790794,21.44814346,0.0
D/S1E1P33B12,6,38,12.0,#34810,121.001905969,79.160713621,51.943063892,21.409098433
D/S1W1P34B13,6,38,12.0,#34810,121.001905969,79.160713621,51.943063892,0.0
D/E1W1P34B23,6,38,12.0,#34810,121.001905969,79.160713621,21.409098433,0.0
D/S1E1P33B12,6,59,35.0,#34810,142.37986885,82.513680489,49.118622191,6.356021619
D/S1W1P34B13,6,59,35.0,#34810,142.37986885,82.513680489,49.118622191,9.999994547
D/E1W1P34B23,6,59,35.0,#34810,142.37986885,82.513680489,6.356021619,9.999994547
D/S1E1P33B12,6,59,37.0,#34810,142.426238239,82.51789573,49.097709593,6.317018047
D/S1W1P34B13,6,59,37.0,#34810,142.426238239,82.51789573,49.097709593,9.999994547
D/E1W1P34B23,6,59,37.0,#34810,142.426238239,82.51789573,6.317018047,9.999994547
D/S1E1P33B12,6,59,38.0,#34810,142.449441584,82.520001689,49.087258551,6.297514268
D/S1W1P34B13,6,59,38.0,#34810,142.449441584,82.520001689,49.087258551,9.999994547
D/E1W1P34B23,6,59,38.0,#34810,142.449441584,82.520001689,6.297514268,9.999994547
D/S1E1P33B12,6,59,39.0,#34810,142.472657349,82.522106537,49.076806833,6.278016164
D/S1W1P34B13,6,59,39.0,#34810,142.472657349,82.522106537,49.076806833,9.999994547
D/E1W1P34B23,6,59,39.0,#34810,142.472657349,82.522106537,6.278016164,9.999994547
D/S1E1P33B12,7,10,48.0,#34810,160.859256568,83.630968532,71.934322297,23.259255305
D/S1W1P34B13,7,10,48.0,#34810,160.859256568,83.630968532,71.934322297,39.999978189
D/E1W1P34B23,7,10,48.0,#34810,160.859256568,83.630968532,23.259255305,39.999978189
D/S1E1P33B12,7,10,48.0,#34810,160.859256568,83.630968532,71.934322297,23.259255305
D/S1W1P34B13,7,10,48.0,#34810,160.859256568,83.630968532,71.934322297,39.999978189
D/E1W1P34B23,7,10,48.0,#34810,160.859256568,83.630968532,23.259255305,39.999978189
D/S1E1P33B12,7,10,49.0,#34810,160.89084984,83.63210034,71.92341666,23.239836291
D/S1W1P34B13,7,10,49.0,#34810,160.89084984,83.63210034,71.92341666,39.999978189
D/E1W1P34B23,7,10,49.0,#34810,160.89084984,83.63210034,23.239836291,39.999978189
D/S1E1P33B12,7,10,50.0,#34810,160.922453939,83.633230348,71.912511601,23.220421714
D/S1W1P34B13,7,10,50.0,#34810,160.922453939,83.633230348,71.912511601,39.999978189
D/E1W1P34B23,7,10,50.0,#34810,160.922453939,83.633230348,23.220421714,39.999978189
D/S1E1P33B12,7,33,12.0,#34810,205.574150933,83.352209707,66.730349028,7.351261331
D/S1W1P34B13,7,33,12.0,#34810,205.574150933,83.352209707,66.730349028,49.999972736
D/E1W1P34B23,7,33,12.0,#34810,205.574150933,83.352209707,7.351261331,49.999972736
D/S1E1P33B12,7,33,13.0,#34810,205.603230823,83.350717672,66.718629368,7.33213767
D/S1W1P34B13,7,33,13.0,#34810,205.603230823,83.350717672,66.718629368,49.999972736
D/E1W1P34B23,7,33,13.0,#34810,205.603230823,83.350717672,7.33213767,49.999972736
D/S1E1P33B12,7,33,13.0,#34810,205.603230823,83.350717672,66.718629368,7.33213767
D/S1W1P34B13,7,33,13.0,#34810,205.603230823,83.350717672,66.718629368,49.999972736
D/E1W1P34B23,7,33,13.0,#34810,205.603230823,83.350717672,7.33213767,49.999972736
D/S1E1P33B12,7,33,16.0,#34810,205.6903952,83.346232083,66.683498174,7.27481518
D/S1W1P34B13,7,33,16.0,#34810,205.6903952,83.346232083,66.683498174,49.999972736
D/E1W1P34B23,7,33,16.0,#34810,205.6903952,83.346232083,7.27481518,49.999972736
D/S1E1P33B12,7,56,14.0,#34810,234.371335411,80.206739215,74.035166113,5.271498276
D/S1W1P34B13,7,56,14.0,#34810,234.371335411,80.206739215,74.035166113,73.999959649
D/E1W1P34B23,7,56,14.0,#34810,234.371335411,80.206739215,5.271498276,73.999959649
D/S1E1P33B12,7,56,16.0,#34810,234.399337752,80.201122485,74.010275482,5.234279789
D/S1W1P34B13,7,56,16.0,#34810,234.399337752,80.201122485,74.010275482,73.999959649
D/E1W1P34B23,7,56,16.0,#34810,234.399337752,80.201122485,5.234279789,73.999959649
D/S1E1P33B12,7,56,17.0,#34810,234.41332786,80.198313382,73.997859207,5.215684534
D/S1W1P34B13,7,56,17.0,#34810,234.41332786,80.198313382,73.997859207,73.999959649
D/E1W1P34B23,7,56,17.0,#34810,234.41332786,80.198313382,5.215684534,73.999959649
D/S1E1P33B12,7,56,18.0,#34810,234.427310588,80.195503791,73.985435884,5.197084269
D/S1W1P34B13,7,56,18.0,#34810,234.427310588,80.195503791,73.985435884,73.999959649
D/E1W1P34B23,7,56,18.0,#34810,234.427310588,80.195503791,5.197084269,73.999959649
D/S1E1P31B12,8,30,31.0,#52887,178.94154034,83.484969514,61.112105785,78.618431427
D/S1W1P35B13,8,30,31.0,#52887,178.94154034,83.484969514,61.112105785,0.0
D/E1W1P15B23,8,30,31.0,#52887,178.94154034,83.484969514,78.618431427,0.0
D/S1E1P31B12,8,30,32.0,#52887,178.974134937,83.485032348,61.100830794,78.599031289
D/S1W1P35B13,8,30,32.0,#52887,178.974134937,83.485032348,61.100830794,0.0
D/E1W1P15B23,8,30,32.0,#52887,178.974134937,83.485032348,78.599031289,0.0
D/S1E1P31B12,8,30,33.0,#52887,179.006730153,83.485093217,61.089554549,78.579631353
D/S1W1P35B13,8,30,33.0,#52887,179.006730153,83.485093217,61.089554549,0.0
D/E1W1P15B23,8,30,33.0,#52887,179.006730153,83.485093217,78.579631353,0.0
D/S1E1P31B12,8,30,34.0,#52887,179.039325948,83.485152121,61.07827089,78.560231633
D/S1W1P35B13,8,30,34.0,#52887,179.039325948,83.485152121,61.07827089,0.0
D/E1W1P15B23,8,30,34.0,#52887,179.039325948,83.485152121,78.560231633,0.0
D/S1E1P31B12,8,43,26.0,#50033,232.086864491,84.260377384,35.700686698,58.953240616
D/S1W1P35B13,8,43,26.0,#50033,232.086864491,84.260377384,35.700686698,0.0
D/E1W1P15B23,8,43,26.0,#50033,232.086864491,84.260377384,58.953240616,0.0
D/S1E1P31B12,8,43,38.0,#50033,232.366971046,84.227610024,35.56030168,58.731107032
D/S1W1P35B13,8,43,38.0,#50033,232.366971046,84.227610024,35.56030168,0.0
D/E1W1P15B23,8,43,38.0,#50033,232.366971046,84.227610024,58.731107032,0.0
D/S1E1P31B12,8,43,48.0,#50033,232.598089994,84.200209782,35.443258238,58.546060833
D/S1W1P35B13,8,43,48.0,#50033,232.598089994,84.200209782,35.443258238,0.0
D/E1W1P15B23,8,43,48.0,#50033,232.598089994,84.200209782,58.546060833,0.0
D/S1E1P31B12,8,43,56.0,#50033,232.781494278,84.178228862,35.349583627,58.398021907
D/S1W1P35B13,8,43,56.0,#50033,232.781494278,84.178228862,35.349583627,0.0
D/E1W1P15B23,8,43,56.0,#50033,232.781494278,84.178228862,58.398021907,0.0
D/S1E1P31B12,8,53,53.0,#52887,218.500089964,81.848644282,44.716614663,51.677703029
D/S1W1P35B13,8,53,53.0,#52887,218.500089964,81.848644282,44.716614663,0.0
D/E1W1P15B23,8,53,53.0,#52887,218.500089964,81.848644282,51.677703029,0.0
D/S1E1P31B12,8,53,54.0,#52887,218.521309448,81.846493283,44.704533907,51.658705061
D/S1W1P35B13,8,53,54.0,#52887,218.521309448,81.846493283,44.704533907,0.0
D/E1W1P15B23,8,53,54.0,#52887,218.521309448,81.846493283,51.658705061,0.0
D/S1E1P31B12,8,53,56.0,#52887,218.563716589,81.842188286,44.680373258,51.620717379
D/S1W1P35B13,8,53,56.0,#52887,218.563716589,81.842188286,44.680373258,0.0
D/E1W1P15B23,8,53,56.0,#52887,218.563716589,81.842188286,51.620717379,0.0
D/S1E1P31B12,8,53,57.0,#52887,218.584904267,81.840034287,44.668292991,51.601725299
D/S1W1P35B13,8,53,57.0,#52887,218.584904267,81.840034287,44.668292991,0.0
D/E1W1P15B23,8,53,57.0,#52887,218.584904267,81.840034287,51.601725299,0.0
D/S1E1P31B12,9,8,37.0,#50033,252.741730252,79.58208555,17.46946968,31.42285838
D/S1W1P35B13,9,8,37.0,#50033,252.741730252,79.58208555,17.46946968,0.0
D/E1W1P15B23,9,8,37.0,#50033,252.741730252,79.58208555,31.42285838,0.0
D/S1E1P31B12,9,8,43.0,#50033,252.789199515,79.562289024,17.395012796,31.315525654
D/S1W1P35B13,9,8,43.0,#50033,252.789199515,79.562289024,17.395012796,0.0
D/E1W1P15B23,9,8,43.0,#50033,252.789199515,79.562289024,31.315525654,0.0
D/S1E1P31B12,9,8,49.0,#50033,252.836515302,79.542487427,17.320536764,31.208200479
